Дата,Kyrgyz_Altyn_Slitok_1_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_1_Цена_продажи,Kyrgyz_Altyn_Slitok_2_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_2_Цена_продажи,Kyrgyz_Altyn_Slitok_5_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_5_Цена_продажи,Kyrgyz_Altyn_Slitok_10_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_10_Цена_продажи,Kyrgyz_Altyn_Slitok_20_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_20_Цена_продажи,Kyrgyz_Altyn_Slitok_31_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_31_Цена_продажи,Kyrgyz_Altyn_Slitok_50_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_50_Цена_продажи,Kyrgyz_Altyn_Slitok_100_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_100_Цена_продажи,Kyrgyz_Altyn_Slitok_1000_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_1000_Цена_продажи,NBKR_Slitok_1_Цена_обратного_выкупа,NBKR_Slitok_1_Цена_продажи,NBKR_Slitok_2_Цена_обратного_выкупа,NBKR_Slitok_2_Цена_продажи,NBKR_Slitok_5_Цена_обратного_выкупа,NBKR_Slitok_5_Цена_продажи,NBKR_Slitok_10_Цена_обратного_выкупа,NBKR_Slitok_10_Цена_продажи,NBKR_Slitok_31_Цена_обратного_выкупа,NBKR_Slitok_31_Цена_продажи,NBKR_Slitok_100_Цена_обратного_выкупа,NBKR_Slitok_100_Цена_продажи,Optima_Покупка_EUR_Безналичные,Optima_Покупка_KZT_Безналичные,Optima_Покупка_RUB_Безналичные,Optima_Покупка_USD_Безналичные,Optima_Продажа_EUR_Безналичные,Optima_Продажа_KZT_Безналичные,Optima_Продажа_RUB_Безналичные,Optima_Продажа_USD_Безналичные,Цена_разница
2022-04-03,8667.268435691578,8727.607619084383,16287.71534723522,16383.629598579724,38918.79826278432,38733.11723350508,76212.2176740063,76450.46416168689,149839.77970887252,153182.2041363978,233333.0820769353,238459.17947793924,375969.74986148067,386723.69927853585,748727.8915995861,772687.9908212065,7634550.349215678,7660833.291193052,8859.814277850825,8934.71524973488,16384.82827442376,16229.528089908348,39074.73976400095,39157.24466564588,76247.58579014185,76682.24917034706,235679.63866021554,237632.78823754383,755538.4432939267,769399.5358207743,89.66161258847704,0.11648566127204057,0.834884846638848,86.97952901405752,92.3549564758725,0.18236189920045154,0.9012682751576333,87.93050587858026,-44.238966497736776
2022-04-04,8720.327976960136,8778.435291726704,16193.1808592761,16252.350870887021,38866.054559618344,38737.29217185089,76028.54562267421,75623.91081603314,149058.92342234647,152044.3733746621,233313.42211318243,238181.7645774354,373416.29668367177,385071.1555245571,745835.5180219116,768471.0537647343,7609353.063442236,7609033.4107176205,8855.24584622583,8793.065494358432,16337.188938212084,16420.045876911558,39030.60544635756,39175.39782912768,75916.51993883117,76175.49965574521,233320.011907531,235297.0895022122,756777.8869846762,763981.6133134875,89.51809247245419,0.1139502713126428,0.8680981059529804,86.68588542594084,92.71951651890114,0.1785717086229892,0.8500486892945079,87.13318062711816,-43.85667185661161
2022-04-05,8722.842427799533,8729.905428341326,16118.831095778485,16242.145443334486,38674.72936291157,38741.219608509025,76217.49345908134,75797.40934573233,149617.67852531365,152622.3871944488,233057.2346931266,237380.62544086066,372836.0177215554,384933.97492181143,746317.6580721027,772944.827956873,7645815.028398735,7633560.473963374,8856.172859497485,8770.953689462563,16330.597540264393,16333.488831467988,38938.68999593902,39100.23886842765,75955.27780538234,76356.32298311542,235068.439401641,236024.24518498068,753111.1904865172,765938.55581049,89.03545250486322,0.11219771064502838,0.794282329825474,87.54249359230045,91.94459551863194,0.18450825160042217,0.8627264009018243,87.80999812746668,-44.866700743772356
2022-04-06,8661.965642564177,8776.96167266729,16236.486977239496,16263.835630994026,38892.06490362957,38995.07055445103,75948.49644524307,75610.64095036707,150976.81973451376,153690.99584764833,234146.95729744216,237065.8807978086,375645.2181219738,384449.0572644042,748466.9133093262,767055.2391227531,7646892.110230701,7628848.116072834,8804.192993450883,8863.33321789645,16447.89800172079,16343.03889475351,39011.71159175785,38965.102992212676,76090.31042598216,76412.3470603368,235726.6786983694,235249.4144975718,750173.0278119434,768128.2494971483,89.24105575173544,0.11733379973925964,0.8365237636591644,87.21789840773576,92.19961776424229,0.18334314916028743,0.8172676467295928,87.04721878472365,-44.912666185165605
2022-04-07,8660.163724454567,8719.106651903508,16182.049710596255,16282.782380467139,38984.37534821691,38727.065858787304,75637.86187493154,76417.15668674107,149715.27167012956,152051.67031551964,233264.30260698407,235982.2977570085,374454.1261524456,386669.9966742449,746668.5929530779,772074.627071087,7639380.339755606,7668102.549700008,8822.612692540404,8870.45215172903,16259.374122126963,16246.057633103223,38894.03506697431,39008.67233987712,76378.00640387622,76283.79809297949,235036.3589247764,238431.7772525755,748354.9339006636,762328.3008692429,89.43851089614655,0.11623688347035031,0.7975971499990191,87.71555644652416,91.38276127734707,0.1771925463947713,0.8539792045509311,87.48643632041359,-43.76832889773893
2022-04-08,8653.471964089991,8740.99408542063,16122.718300810482,16210.276389731873,38986.759609230125,38900.25441848159,76371.07244537295,75733.91733046784,149303.66817263575,152211.67843999513,233423.71234526494,236290.27021556874,373581.44130895735,383220.12540621695,741977.2091060461,769929.411641304,7631979.071581658,7608921.20762659,8864.142360942074,8790.118073505355,16323.38648263306,16379.072477799293,39020.662915628316,39186.0289672709,76095.10501861581,76224.80199592945,233935.73856708963,236013.32641108832,754994.6922061453,760027.174878395,89.08544572798041,0.1160113412464803,0.8235133384882337,86.9777323114211,91.21481134605314,0.185333430954772,0.8712612671124194,88.31431949781117,-43.02836471355225
2022-04-09,8694.21581636739,8763.250857772508,16159.709344525934,16354.24142370414,38809.44045624941,38989.58249079426,75564.42650268815,75600.82105298601,150208.13186982318,152168.16386040617,232553.55421413836,238164.8215891187,374508.6426352472,383522.6214610481,748251.235876946,767095.658668994,7612834.143093583,7650704.013823976,8717.503435093135,8827.672139861546,16167.421288037198,16276.453342324123,38884.74279727906,39280.198224215084,76238.8385462249,76513.36726847416,233027.74994922662,238882.7762694213,747609.5719635579,768847.551297519,89.85570801953051,0.11408214063144562,0.830649333610719,87.26251370377301,92.61578864501757,0.17920822617064952,0.8668149366925406,87.25867936481635,-44.79709473227774
2022-04-10,8670.528943846786,8744.933779312034,16159.872389012211,16313.882937030201,38625.315848947306,38934.84235210211,76228.60748153483,76067.31095542577,149506.10484574316,152598.52484631774,231940.78480787203,235678.186078678,375371.34324725484,386298.179813931,743907.2595513798,764049.1166829008,7570197.003582396,7609896.647586408,8872.090240679576,8841.179990184257,16268.325999134438,16430.511556963458,38940.54564043793,39111.17471473186,76085.84543473591,76113.48870857808,232670.4308150892,237742.62277949354,753636.4444034328,763022.6159493972,89.26216348060565,0.12018855815178596,0.8129771117606108,87.21637628477053,91.94938820361752,0.1854394228776569,0.9005499576859712,88.3164281048638,-44.274067007649656
2022-04-11,8693.731654968176,8765.008055135939,16168.390019249364,16281.425784650624,38873.4335635834,38956.33886101689,76105.41071686389,76335.70149440381,150245.75948896204,153069.4612669635,233237.6355597003,237390.30137402134,375935.222553387,384492.91997227655,743093.4811975983,771810.2006782485,7644180.994312365,7686856.727326992,8717.681537872115,8832.99613832887,16337.760753987919,16224.613321568197,38925.742003540094,39254.76926135978,76466.04130374908,76484.56256441138,232494.75601470558,236784.95828501286,747186.5291046505,768918.747558916,89.15267238224371,0.11397450076998995,0.8702442548208577,86.07083158581847,91.00788350045896,0.17867772114321673,0.8657851157065414,88.17144688674438,-44.17320702614927
2022-04-12,8679.151441745724,8734.059656301566,16114.366295769045,16218.219866451353,38701.1887177676,38798.63488101799,75744.51650128783,76182.70943027998,150058.79073005475,152622.9289953129,231544.0977024227,236297.41421482005,372266.13115286117,385042.79031014483,749485.1976945458,771940.7734208279,7600142.052920544,7628940.007692531,8722.85207326941,8755.913938521564,16305.287747715145,16440.86116349154,38850.54617860884,39096.92409717932,76433.19485193517,76170.26776211921,232212.12262248786,235190.39991175203,750331.6624465452,768030.7857544243,90.43731376541064,0.11666125410907142,0.8601963776305847,86.14655385220513,91.93248402666191,0.17870766701102686,0.8797290663967239,88.24699860645227,-44.109976516537145
2022-04-13,8706.410093529112,8705.874025082252,16118.855352387176,16235.816294993081,38765.189075688046,38879.93244706329,76482.88686284311,75646.5520058414,150844.96923341363,153033.03717109008,232528.44769213704,237783.32148643356,374503.31557865685,383940.60880308837,740281.2500918923,771576.8934407016,7578279.773111064,7656913.535149106,8882.644598375595,8873.134736606791,16254.202596393525,16483.753531148825,39121.832197277276,39189.33301614573,76057.23333713856,76659.03689082521,235875.40683737045,238643.59686317612,750189.8065752961,767434.2741377165,89.13616713679386,0.11525632373529365,0.8245521420069611,87.70050103714503,91.64292512969935,0.18438440272825687,0.8781649159626277,87.68054203102825,-43.731620543762034
2022-04-14,8691.792443841941,8702.857963446491,16272.861826368482,16277.609418853186,38781.49133185086,38869.091514362124,75970.28848044123,76483.19597089794,150594.55959473667,153066.60119181217,232471.46579970772,235836.23846480018,372668.3547135596,383610.6339038181,747270.2512245545,767018.7386090676,7599857.75077873,7678841.4902789695,8736.62283570408,8831.653783076035,16302.721950340232,16471.257377667658,39010.183497748796,38950.94178640601,76399.61943003921,76645.62775084593,233117.7547515828,235113.69437298615,749386.6357951462,768905.1269889934,90.49759053627571,0.1136187946574633,0.8337643498201803,87.6188095314432,92.68051635448124,0.1781420602058338,0.8108606483923783,86.63187812591777,-43.79243607468027
2022-04-15,8718.453464963048,8753.902961057574,16206.314184727555,16235.068178272972,38656.92085580767,38924.76659000612,76145.89108544482,75825.8920290198,150116.4657034255,152789.63633059134,231553.90034420404,236332.83248126385,375129.8613264145,385717.9382322636,747226.7317410698,763076.685102801,7629203.505450076,7632392.978928241,8793.533188613821,8775.128013952026,16168.24304659059,16458.56472014512,38900.52196377242,39144.85960639968,76158.9965986338,76517.41439894748,234180.38250496594,237731.92746336063,748542.5319909478,768747.5620556128,89.97697625893034,0.11950740592119799,0.8379404626851243,86.97768992245936,91.40719315630707,0.18442454023031857,0.8644543096545507,88.25792957252534,-44.15238036764902
2022-04-16,8659.124583408377,8726.852755487807,16242.47652225092,16338.08705408419,38711.008101251886,38932.010503349746,76376.9213038828,75711.24046076674,149908.28402040794,152785.88454417937,232450.97692399414,238453.9727536479,373461.8729062024,384258.43664682773,747152.0589999601,769265.4170576896,7618554.450799746,7696358.329748232,8774.809504119687,8931.017001814073,16270.684351706233,16468.797893318395,38985.98107121615,38971.864305774216,76138.48340656345,76399.11610173859,232734.5151272174,236375.05409073542,756606.9153675581,768997.5261926906,89.69794383772665,0.11671950339651195,0.8558654511505942,87.13682495549419,92.91206412608722,0.18102461298248376,0.8982762030263997,87.47965693945672,-43.136368471962264
2022-04-17,8676.962390113398,8711.142150169822,16139.982178625014,16347.666917936805,38981.02153986683,38990.237260531794,76219.6086631057,76065.86234402709,150786.2591012326,152462.5235949556,233883.5130569532,237110.68692843925,374966.1992768044,385756.1322725505,747326.2265576944,768546.6486140115,7584883.178251993,7609017.025459744,8854.160041294024,8757.837620761433,16216.176090949384,16217.850263901208,39103.06359857756,39217.97240499271,76306.1606362847,76612.19765951186,234545.10105733987,238022.8638351279,755557.1597992394,769028.8768380942,89.26990456659249,0.11778513984553751,0.8749213067254296,87.26820248712612,91.59604828679448,0.18415900957093476,0.8554504830248933,86.52377921159554,-43.88582684211373
2022-04-18,8716.779587569814,8717.420176860971,16217.095570025824,16310.839258225213,38842.86768832544,38825.84477619714,75783.21691074838,75867.39878953938,149848.7774493442,152677.8164759208,233783.2260658482,236619.9322305949,372607.9759295741,383218.5065718587,749645.352387068,771657.6912202422,7605317.951645091,7672717.896761711,8887.636173568122,8908.116272980016,16326.027113317845,16222.588117187694,39192.015351777,39089.708961138975,76087.62086467113,76376.85661079067,233051.22978646174,236280.05411580193,747125.2107859533,764921.3554768248,89.15189259128925,0.11997737360755291,0.8655694360433916,86.58871201766493,91.20440999305256,0.1859887132088021,0.8438561582779182,87.19069849533064,-44.74914296584088
2022-04-19,8711.717889363923,8746.656883363225,16251.8527702446,16242.019169659476,38759.094360773095,38901.092784371205,76467.44730248072,76583.63775143767,149763.82968525594,152213.6464513891,233148.78599944475,236660.7222862206,373760.89211919525,383548.93824819947,744074.697327974,764956.3936539727,7608886.673780104,7641877.567437946,8889.231802936923,8869.075452432542,16353.437233516313,16301.037866541386,39065.55249073353,39232.88739144026,76029.04042623832,76188.46998802385,234606.27448880725,236894.79426760017,755216.7266944769,761739.8995987715,90.82906636025936,0.11748417953784843,0.8139368880604475,87.0712832240622,92.08327617688245,0.1832583849814528,0.854805718176318,88.03456544325843,-44.33265566093373
2022-04-20,8710.903163626826,8749.980467789128,16146.39930473668,16239.050461521305,38877.06973337114,38720.760160934224,76044.70999385079,76141.6530684268,149384.91685801544,152926.44705117642,234279.5760921573,237672.14880628395,372056.9502879093,383446.9189586132,741998.1793672916,771860.8712894616,7605901.71402069,7610511.354595494,8789.487089482483,8844.50712420638,16233.03123373533,16257.72918165657,38950.07863821102,39227.954833769705,75940.99493855066,76119.11150796991,235948.74515697572,238175.0391748669,754335.4396717253,763197.5673743135,90.68043202529212,0.11677418473647082,0.8277261727149726,85.9205088124881,91.02987129475027,0.17888237292764345,0.8344494545225228,87.2553131555695,-43.11547601915188
2022-04-21,8743.310157488277,8747.412065854513,16258.556024823938,16387.50594640213,38852.32829544939,38989.33361573556,75941.55857489763,76410.09870020337,149629.84836741423,152732.1968988105,232655.94435230727,237497.46533579568,373231.9158544149,385836.83047878457,742248.0560456859,766964.7845209559,7586815.640606388,7680120.585482458,8769.171847566331,8756.463608032082,16446.282170992185,16462.058220369036,38923.28151571365,39147.342822640676,76151.97947627345,76279.46101718432,234920.75294770405,237628.14018296546,747095.0727495988,768985.0132837407,89.25502957538264,0.11983726808421807,0.8077027049256872,86.51411520734065,92.50122528417839,0.1818382666894982,0.8460313074564084,87.80968235745719,-44.837217587464956
2022-04-22,8678.30770087804,8729.991378812894,16176.132440953865,16319.949846840553,38920.68686896645,39082.50764998483,75803.83984214386,76299.50528541746,149808.21018368812,153318.78645384838,233018.15869540328,237079.97687501565,372240.8058702876,386996.2792522765,740145.367336645,768400.3441692723,7644900.716898512,7630788.051666503,8797.888725732948,8925.269985159459,16270.758561965748,16399.324839155022,39082.39514858954,38936.80446708511,76196.9541373304,76366.08224053984,233659.85011854928,235848.33041472748,753127.5044196235,761688.9671443907,89.13776198876042,0.1140763266993916,0.8483025067018324,87.09526669494659,92.89514555565876,0.18004210311739027,0.8277867292868971,86.76508569901746,-44.473741787581304
2022-04-23,8683.146739420858,8794.184729926412,16139.268795906404,16306.842786407145,38844.58424648688,38714.09469071929,76458.92042166635,76118.25758335771,149332.78640710365,152007.54303521902,231889.40565209993,237867.39251126896,374151.5600029415,383573.4106340291,749479.0762844918,764273.890491386,7556506.968918039,7646723.383785703,8896.731712504226,8829.807903657906,16152.046038162136,16480.275968636877,38850.33293040505,38965.82659066209,76427.3947571173,76398.2479437773,233800.90720367272,237494.01991611248,753697.7630907177,769416.681176518,89.13310623342274,0.11893262426028069,0.8248359824207794,86.07549082451098,91.91300615534215,0.17798057208304235,0.836202896520528,87.30462541909091,-44.57180647779888
2022-04-24,8727.387271702106,8735.461180515305,16129.024341999148,16362.939757491225,38934.69266866747,39039.520607065504,76090.5582378292,75704.83670704183,150267.67681672305,153441.7779748519,232988.91748348266,235668.12229838019,373731.04327808204,386566.7264610147,746574.614341004,772745.2909033002,7626983.469193966,7612211.603560973,8772.95421612417,8813.297812257957,16367.79115111278,16479.79244601965,38959.144390089954,39274.63464644226,76209.23867291932,76412.40072086595,232362.7233993701,237030.352613693,755036.1013846381,766148.0848346594,89.63513960122299,0.11957778993834749,0.8571501070211084,85.9317219524019,91.01076754033446,0.1857134844852311,0.8273696482089175,87.03275203037214,-44.41986645524403
2022-04-25,8680.78782067549,8768.057186440774,16209.893324984048,16339.500371849355,38993.1709750645,39028.48326216643,75607.44519267554,76285.90169958932,150291.82610889312,152681.10669566662,232744.0024042131,236453.38583773034,372780.5527711277,383937.3620797372,746019.4438207067,766991.8255781351,7561136.686840833,7691799.52642623,8733.818569212846,8873.042639070345,16313.50335578845,16216.616877243609,38945.38548521637,39205.34284188803,76107.70399089644,76468.6708676023,233322.4280539547,235112.1132726247,755503.2076163093,760673.2545122484,90.98103470064825,0.11560303642763188,0.8479893013099499,86.7092234419746,92.76085596127685,0.18578787752352383,0.8510752471070243,86.81312376403832,-43.46904517972829
2022-04-26,8660.368495865107,8794.659513385392,16282.974473258688,16386.736261787846,38940.214582098015,38779.81679987767,75628.9103059008,75987.19903411227,149560.14139348036,153944.30899149037,232341.22849117676,236087.71119804253,373621.3977709581,385923.27959981986,747564.1478617236,769674.6852395685,7647283.882891357,7643417.544063502,8797.650066168693,8925.810058548232,16205.000217990857,16479.833002651623,38862.47045828428,39284.8342223758,76149.75128759012,76660.77381149828,235354.4255758395,236782.77249445944,751263.0715940124,765074.1672522402,90.85461792406797,0.11522483578181932,0.8649408317184815,87.54671619927004,92.51574407876211,0.17842974924489657,0.876433209376574,88.16792564069485,-44.1205745619729
2022-04-27,8664.911858940019,8713.929432743485,16106.397176924014,16309.98651674108,38948.014323757205,39022.17716901372,76003.39125220302,75851.72792775762,149265.15942780013,152506.2550935525,232159.82421615117,235826.75705733104,373680.799952012,386984.3398472396,743069.5016972634,763502.7111652227,7560263.62470879,7648966.22921124,8719.100303550176,8912.924998205806,16363.04490719935,16254.748870353429,38879.58751808749,39227.24696944383,76177.66285344533,76270.06426922392,235936.5696539139,238467.23028844653,751119.9519830896,765194.8467398215,89.69296222432541,0.11899977285456226,0.8084327397573807,87.44462165208769,91.24886639642273,0.1862612975736538,0.8632241626929378,86.59879733670785,-44.300648943716276
2022-04-28,8667.795873268693,8762.443437927246,16263.820280943663,16388.292627413575,38885.73199570496,39034.99000422573,76047.1510323701,76022.14633296373,149661.23503581862,153323.89955760888,231993.78625973867,236218.21452744622,372023.4853963386,384886.25909421744,748958.3230870893,764144.6830489213,7602249.861028069,7674549.040968956,8823.267845669365,8914.438216059214,16158.651400819088,16415.23320227346,38974.05314698526,39192.21564244939,76267.78113818735,76362.90827088409,235410.41660105935,237128.96467590646,756218.4431052761,762790.9177425092,90.30863488576574,0.1189417038743444,0.8663377498713158,87.15450057689759,91.81811489247372,0.17983912789276207,0.8297249746725575,87.739062782469,-43.03520448372245
2022-04-29,8689.894757273358,8781.74867840994,16196.96874676564,16209.668172804313,38815.36052119962,38778.45380766831,76275.78347254348,76439.40773258828,149975.88681546628,152830.8517561563,232330.32944292037,237257.44710863457,372928.31586345786,383116.65647765336,740745.9602908726,765377.8793551136,7572824.1090491805,7643194.092857258,8771.662181416214,8900.546453659914,16325.60596535988,16352.34298454729,39071.581829828916,39172.06885563215,75943.17284153194,76102.71686209069,232281.30195860102,238266.06458568003,755085.6289946537,765446.6726277559,90.80266065471058,0.11356382444777786,0.8778287587937611,86.74883888894438,92.67179247940177,0.18138515774550024,0.8233724909998449,86.9461548664614,-44.88146348959362
